what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341325937543
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1341325976402
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1341325981683
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1341325982761
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.gotoLastEditPosition",1341325989730
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1341325995511
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341325996855
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1341325997792
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341326000355
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341326001401
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1341326019261
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1341326020448
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326020464
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326020604
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1341326023995
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326024011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326025604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326025682
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326027448
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1341326032573
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326032589
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326032870
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1341326034917
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1341326036464
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341326039323
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341326039479
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341326243617
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341326243695
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341326243805
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341326244914
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341326244945
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341326246383
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341326246398
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1341326259273
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326276210
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326276210
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326276289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326285101
error,log,,,"Internal Error",1341326286335
error,log,,,"Internal Error",1341326287304
error,log,,,"Internal Error",1341326290679
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326292445
error,log,,,"Internal Error",1341326292585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326292648
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1341326294491
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1341326296179
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1341326297288
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326297288
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341326297445
