what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342778719272
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1342778719272
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778729894
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778731533
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1342778731548
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778731579
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778731626
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342778735481
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778735481
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1342778755144
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1342778755160
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1342778755176
error,log,,,"Internal Error",1342778755472
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778759155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778789274
error,log,,,"Internal Error",1342778799262
error,log,,,"Internal Error",1342778800698
error,log,,,"Internal Error",1342778800948
error,log,,,"Internal Error",1342778801822
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778810686
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778810920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778811029
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778812418
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778812434
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778813214
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1342778813229
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778816990
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778817022
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342778827244
error,log,,,"Internal Error",1342778834984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778837590
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778858658
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778861342
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778861545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778861639
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778862825
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778862856
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778863949
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1342778863964
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778867772
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778867803
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342778878431
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778878431
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778879555
error,log,,,"Internal Error",1342778886156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778892258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778892429
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778894287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778894536
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778894630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778895535
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778895566
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778896346
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1342778896346
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778900108
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778900154
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342778905741
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342778905741
error,log,,,"Internal Error",1342778912062
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1342778930289
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1342778966323
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342778967556
error,log,,,"Internal Error",1342778973564
error,log,,,"Internal Error",1342778986393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778988265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342778988437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1342778989592
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1342778998924
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779000001
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779000235
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779000251
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779001608
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1342779001608
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342779005432
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342779005479
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342779012548
error,log,,,"Internal Error",1342779020273
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779024939
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779030230
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1342779031589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1342779031932
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342779036539
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342779037882
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1342779039147
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342779064931
error,log,,,"Internal Error",1342779089856
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779093526
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779096243
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1342779100257
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1342779100444
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779101834
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779102115
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779102209
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779103552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779103568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779104708
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1342779104708
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342779108487
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342779108518
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1342779114640
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342779114640
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1342779116265
error,log,,,"Internal Error",1342779123636
error,log,,,"Internal Error",1342779124479
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779126869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779132085
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779140096
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779140315
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779140424
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779141627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1342779141642
