what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340889414570
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1340889416445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889416460
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889418007
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889418085
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889420210
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1340889423226
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1340889423897
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889423913
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889424413
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1340889437225
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1340889438147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889438147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889438537
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889502191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889504207
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1340889518144
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1340889520222
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1340889520956
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889520987
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889521566
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1340889526831
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1340889527518
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889527534
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889528018
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1340889533815
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1340889544237
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1340889714433
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889719730
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889727511
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1340889730558
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1340889731792
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1340889734979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1340889737339
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1340889738885
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889799602
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889799602
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889799680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889812851
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889858365
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889858631
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1340889869490
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1340889877411
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1340889895582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889897910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340889897910
